序号,项目名称,项目全名,项目链接,仓库描述,主页网址,项目语言,星标数,Fork数,Watch数,Open_Issues,默认分支,创建时间,更新时间,推送时间,仓库大小_KB,是否为Fork,是否私有,Topics,License,Owner,Owner类型
227,obsidian-llm-ocr,ABC1319/obsidian-llm-ocr,https://github.com/ABC1319/obsidian-llm-ocr,Obsidian 插件：用视觉大语言模型转录难识别的 PDF/图片为伴生 md，分页防压缩+并发+提示词模板,,,0,0,0,0,master,2026-07-15T01:05:10Z,2026-07-15T01:05:10Z,2026-07-02T11:38:06Z,19,True,False,,,ABC1319,User
228,obsidian-vision-ocr,ABC1319/obsidian-vision-ocr,https://github.com/ABC1319/obsidian-vision-ocr,Obsidian 插件：PaddleOCR-VL(云)+Apple Vision(本地) 双引擎 OCR 调度启动器,,,0,0,0,0,master,2026-07-15T01:04:03Z,2026-07-15T01:04:03Z,2026-07-02T13:05:06Z,30,True,False,,,ABC1319,User
229,obsidian-jianfan-variant-search,ABC1319/obsidian-jianfan-variant-search,https://github.com/ABC1319/obsidian-jianfan-variant-search,Obsidian 插件：把简繁体、异体字、日本新旧字体视为等价进行全库全文检索,,,0,0,0,0,master,2026-07-15T01:03:47Z,2026-07-15T01:03:48Z,2026-07-02T14:29:02Z,106,True,False,,NOASSERTION,ABC1319,User
230,lylme_spage,ABC1319/lylme_spage,https://github.com/ABC1319/lylme_spage,六零导航页,https://hao.lylme.com/,PHP,0,0,0,0,master,2023-11-02T04:26:52Z,2026-07-14T07:58:53Z,2026-07-14T07:58:38Z,5675,True,False,,Apache-2.0,ABC1319,User
231,Wechatsync,ABC1319/Wechatsync,https://github.com/ABC1319/Wechatsync,一键同步文章到多个内容平台，支持今日头条、WordPress、知乎、简书、掘金、CSDN、typecho各大平台，一次发布，多平台同步发布。解放个人生产力,https://www.wechatsync.com?utm_source=github_info,,0,0,0,0,v2,2026-07-14T01:39:12Z,2026-07-14T01:39:12Z,2026-05-27T05:33:56Z,30960,True,False,,GPL-3.0,ABC1319,User
232,awesome-books,ABC1319/awesome-books,https://github.com/ABC1319/awesome-books,:books: 开发者推荐阅读的书籍,,,0,0,0,0,master,2026-07-14T01:36:56Z,2026-07-14T01:36:56Z,2020-03-30T00:46:08Z,2844377,True,False,,MIT,ABC1319,User
233,WxTyper,ABC1319/WxTyper,https://github.com/ABC1319/WxTyper,一个基于Tauri开发本地微信公众号Markdown编辑器,,,0,0,0,0,main,2026-07-14T01:35:29Z,2026-07-14T01:35:29Z,2026-07-11T01:37:41Z,561,True,False,,,ABC1319,User
234,bilibili_downloader,ABC1319/bilibili_downloader,https://github.com/ABC1319/bilibili_downloader,B站下载器，支持直接提取音频，支持批量分集下载。,,,0,0,0,0,main,2026-07-14T01:28:05Z,2026-07-14T01:28:05Z,2026-07-09T05:06:58Z,54,True,False,,,ABC1319,User
235,wechat-spider,ABC1319/wechat-spider,https://github.com/ABC1319/wechat-spider,开源微信爬虫：爬取公众号所有 文章、阅读量、点赞量和评论内容。易部署。持续维护！！！,,,0,0,0,0,master,2026-07-14T01:15:03Z,2026-07-14T01:15:03Z,2026-05-29T03:10:45Z,2801,True,False,,,ABC1319,User
236,blog-nav,ABC1319/blog-nav,https://github.com/ABC1319/blog-nav,个人导航站,https://nav.echosec.top,,0,0,0,0,main,2026-07-14T01:10:57Z,2026-07-14T01:10:57Z,2024-10-17T13:21:20Z,9945,True,False,,,ABC1319,User
237,web-resume0,ABC1319/web-resume0,https://github.com/ABC1319/web-resume0,📄 Display your resume by web. 可以被打印成 PDF 的 Web 简历。,https://web-resume.yunyoujun.cn,,0,0,0,0,main,2026-07-14T01:09:40Z,2026-07-14T01:09:40Z,2025-12-13T17:11:58Z,3653,True,False,,MIT,ABC1319,User
238,md,ABC1319/md,https://github.com/ABC1319/md,✍ WeChat Markdown Editor | 一款高度简洁的微信 Markdown 编辑器：支持 Markdown 语法、自定义主题样式、内容管理、多图床、AI 助手等特性,https://md.doocs.org,,0,0,0,0,main,2026-07-14T01:07:34Z,2026-07-14T01:07:34Z,2026-07-14T00:16:12Z,47273,True,False,,WTFPL,ABC1319,User
239,weekly_report,ABC1319/weekly_report,https://github.com/ABC1319/weekly_report,简单描述工作内容，帮你生成完整周报,https://weeklyreport.avemaria.fun,,0,0,0,0,main,2026-07-14T01:06:33Z,2026-07-14T01:06:33Z,2025-08-29T03:42:20Z,3713,True,False,,,ABC1319,User
240,iztro,ABC1319/iztro,https://github.com/ABC1319/iztro,"⭐This is a lightweight kit for generating astrolabes for Zi Wei Dou Shu (The Purple Star Astrology), an ancient Chinese astrology. It allows you to obtain your horoscope and personality analysis. 支持多语言轻量级获取紫微斗数排盘信息的javascript开源库。",https://iztro.com,,0,0,0,0,main,2026-07-14T01:06:12Z,2026-07-14T01:06:12Z,2026-07-10T06:03:41Z,26985,True,False,,MIT,ABC1319,User
241,sfz,ABC1319/sfz,https://github.com/ABC1319/sfz,专门用于给图片加水印打码的工具，完全基于浏览器本地API，无任何网络请求（特别适合身份证等敏感证件）,https://markimg.com,,0,0,0,0,master,2026-07-14T01:05:19Z,2026-07-14T01:05:19Z,2025-02-27T04:14:58Z,33,True,False,,GPL-3.0,ABC1319,User
242,poster-design,ABC1319/poster-design,https://github.com/ABC1319/poster-design,"一款漂亮且功能强大的在线图片设计器，仿稿定设计，适用于多种场景：海报生成、电商产品图、文章长图、视频/公众号封面等，让设计更简单！A beautiful online image designer, suitable for various scenarios like generate posters, making design easier.",https://design.palxp.cn,Vue,0,1,0,0,main,2023-11-12T06:35:49Z,2026-07-14T01:03:21Z,2026-07-14T01:02:45Z,2193,True,False,,MIT,ABC1319,User
243,nav.ssscode.com,ABC1319/nav.ssscode.com,https://github.com/ABC1319/nav.ssscode.com,导航网站 Next.js+Prisma,nav-coral.vercel.app,,0,0,0,0,main,2026-07-14T01:03:16Z,2026-07-14T01:03:16Z,2023-11-23T07:53:42Z,267,True,False,,MIT,ABC1319,User
244,indie-hacker-tools,ABC1319/indie-hacker-tools,https://github.com/ABC1319/indie-hacker-tools,收录独立开发者出海技术栈和工具,,,0,0,0,0,main,2026-07-14T01:00:26Z,2026-07-14T01:00:27Z,2025-07-24T07:43:03Z,62,True,False,,,ABC1319,User
245,sqlite-webnavi,ABC1319/sqlite-webnavi,https://github.com/ABC1319/sqlite-webnavi,一个基于 SQLite 的网址导航系统，支持动态导航菜单、网站设置。,,,0,0,0,0,main,2026-07-14T00:57:46Z,2026-07-14T00:57:46Z,2025-03-28T14:14:05Z,71372,True,False,,MIT,ABC1319,User
246,cf-tools,ABC1319/cf-tools,https://github.com/ABC1319/cf-tools,⛅️ 基于Cloudflare的 工具平台⛅️ A tool list base on CloudFlare⛅️,https://cf-tools.tianyao.qzz.io/,,0,0,0,0,main,2026-07-14T00:57:13Z,2026-07-14T00:57:13Z,2026-01-21T07:09:37Z,1440,True,False,,,ABC1319,User
247,awesome-cloudflare,ABC1319/awesome-cloudflare,https://github.com/ABC1319/awesome-cloudflare,"⛅️ 精选的 Cloudflare 工具、开源项目、指南、博客和其他资源列表。/ ⛅️ A curated list of Cloudflare tools, open source projects, guides, blogs and other resources.",https://cloudflare.chuhai.tools/,,0,0,0,0,master,2026-07-14T00:44:52Z,2026-07-14T00:44:52Z,2026-06-30T01:51:01Z,1990,True,False,,,ABC1319,User
248,Telegraph-Image,ABC1319/Telegraph-Image,https://github.com/ABC1319/Telegraph-Image,"Image Hosting solution, Flickr/imgur alternative, make it easy for users to share their images. Using Cloudflare Pages and Telegraph.",https://im.gurl.eu.org,,0,0,0,0,main,2026-07-13T16:28:19Z,2026-07-13T16:28:20Z,2026-02-28T04:00:29Z,1644,True,False,,CC0-1.0,ABC1319,User
249,CloudFlare-ImgBed,ABC1319/CloudFlare-ImgBed,https://github.com/ABC1319/CloudFlare-ImgBed,"🏖️ A serverless, open-source file hosting solution built on Cloudflare. Supports image hosting, secure file storage, and personal cloud drive capabilities.",https://cloudflare-imgbed-d5m.pages.dev/,,0,0,0,0,main,2026-07-13T14:57:42Z,2026-07-13T16:08:55Z,2026-07-13T14:01:15Z,717970,True,False,,MIT,ABC1319,User
250,Some-Many-Books,ABC1319/Some-Many-Books,https://github.com/ABC1319/Some-Many-Books,个人书籍收藏,,,0,0,0,0,main,2023-11-12T16:17:35Z,2026-07-12T15:47:00Z,2026-07-12T15:46:02Z,2710343,True,False,,,ABC1319,User
251,lengyi-ppt-agent-team,ABC1319/lengyi-ppt-agent-team,https://github.com/ABC1319/lengyi-ppt-agent-team,朕要做 PPT，六部听旨,,,0,0,0,0,main,2026-07-12T15:38:16Z,2026-07-12T15:38:16Z,2026-05-16T22:19:02Z,912,True,False,,,ABC1319,User
252,lengyi-wechat-writing,ABC1319/lengyi-wechat-writing,https://github.com/ABC1319/lengyi-wechat-writing,公众号自动写作神器,,JavaScript,0,0,0,0,main,2026-07-05T15:09:37Z,2026-07-12T15:36:19Z,2026-07-05T15:20:07Z,70,True,False,,,ABC1319,User
253,markdown-resume,ABC1319/markdown-resume,https://github.com/ABC1319/markdown-resume,:necktie:支持 Markdown 和富文本的在线简历排版工具,https://resume.mdnice.com/,,0,0,0,0,master,2026-07-12T09:32:50Z,2026-07-12T09:32:50Z,2023-07-13T07:20:33Z,1045,True,False,,,ABC1319,User
254,markdown-nice,ABC1319/markdown-nice,https://github.com/ABC1319/markdown-nice,支持主题设计的 Markdown 编辑器，让排版变 Nice,https://mdnice.com/,JavaScript,0,0,0,0,master,2026-07-12T07:03:26Z,2026-07-12T07:22:24Z,2026-07-12T09:58:17Z,11200,True,False,,GPL-3.0,ABC1319,User
255,Bookmarknavs,ABC1319/Bookmarknavs,https://github.com/ABC1319/Bookmarknavs,书签大全 |  按主题汇总高质量网站、工具与学习资料，帮助你在不同场景下快速起步、减少检索成本，并以可分享的 HTML/Markdown 形式沉淀到知识库中。,https://abc1319.github.io/Bookmarknavs/,,0,0,0,0,master,2026-07-11T03:22:36Z,2026-07-11T09:20:12Z,2026-07-11T09:25:44Z,31315,True,False,,,ABC1319,User
256,BookNav,ABC1319/BookNav,https://github.com/ABC1319/BookNav,轻量级、优雅的个人书签管理工具，专注于简单易用和高效部署。项目源代码不到 100KB，仅依赖 PHP 和 MySQL，将浏览器书签集中式管理，做到一处部署，随处访问。,,,0,0,0,0,main,2026-07-11T03:49:20Z,2026-07-11T03:49:20Z,2025-04-12T11:07:57Z,1464,True,False,,NOASSERTION,ABC1319,User
257,template-html-css-js,ABC1319/template-html-css-js,https://github.com/ABC1319/template-html-css-js,网页组件模板汇总,,,0,0,0,0,main,2026-07-11T03:48:18Z,2026-07-11T03:48:18Z,2022-11-24T17:14:32Z,49954,True,False,,,ABC1319,User
258,wechat-article-exporter,ABC1319/wechat-article-exporter,https://github.com/ABC1319/wechat-article-exporter,一个在线的微信公众号文章批量下载工具，支持下载阅读量与评论数据，支持私有化部署，通过浏览器进行使用，无需进行安装,https://exporter.wxdown.online,TypeScript,0,0,0,0,master,2025-09-24T14:40:26Z,2026-07-11T03:25:33Z,2026-07-11T03:24:59Z,28472,True,False,,MIT,ABC1319,User
259,magic-resume,ABC1319/magic-resume,https://github.com/ABC1319/magic-resume,基于魔方简历二次开发,,TypeScript,0,0,0,0,main,2026-07-11T02:07:07Z,2026-07-11T02:36:44Z,2026-07-11T02:36:40Z,167606,True,False,,NOASSERTION,ABC1319,User
260,writerclone,ABC1319/writerclone,https://github.com/ABC1319/writerclone,你的 AI 写作分身，完美克隆你的文字 DNA，内置朋友圈、小红书、公众号、知乎、邮件、周报等 10+ 种写作场景，全方位解析你的理性/幽默/文采/互动指数，自动为文章生成契合意境的配图（AI 绘画），甚至不仅是文字，连排版和 Emoji 都为你准备好,,,0,0,0,0,main,2026-07-11T00:43:46Z,2026-07-11T00:43:46Z,2025-12-02T08:20:59Z,980,True,False,,MIT,ABC1319,User
261,nature-skills,ABC1319/nature-skills,https://github.com/ABC1319/nature-skills,符合nature论文学术表达和科研绘图的Skill,,,0,0,0,0,main,2026-07-11T00:39:34Z,2026-07-11T00:39:34Z,2026-07-10T03:21:57Z,33066,True,False,,Apache-2.0,ABC1319,User
262,uni-editor,ABC1319/uni-editor,https://github.com/ABC1319/uni-editor,Uni Editor 是一个现代化的、所见即所得的 Markdown 创作与发布工具。它面向「公众号排版」与「图片类平台发布」两大场景：在左侧编辑区进行 WYSIWYG/Markdown 编写与主题预览，右侧自动将长文拆分为 4:3 样式卡片，支持多主题实时预览与高清导出，可直接用于小红书等平台发布。,,,0,0,0,0,main,2026-07-11T00:14:39Z,2026-07-11T00:14:39Z,2026-05-09T06:31:08Z,1765,True,False,,Apache-2.0,ABC1319,User
263,WeChat-Official-Account-content-studio,ABC1319/WeChat-Official-Account-content-studio,https://github.com/ABC1319/WeChat-Official-Account-content-studio,微信公众号内容全流程助手：热点抓取、选题、框架、写作、SEO 优化、去 AI 痕迹、配图、排版并推送草稿箱。,,,0,0,0,0,main,2026-07-11T00:10:13Z,2026-07-11T00:10:13Z,2026-05-15T11:47:50Z,622,True,False,,MIT,ABC1319,User
264,omnibox,ABC1319/omnibox,https://github.com/ABC1319/omnibox,在线免费观影，支持采集站，网盘等多种资源形式,https://tv-eh2.pages.dev/,,0,0,0,0,main,2026-04-10T13:13:27Z,2026-07-10T17:30:12Z,2025-07-06T15:50:28Z,334,True,False,,,ABC1319,User
265,wechat-auto-publishing,ABC1319/wechat-auto-publishing,https://github.com/ABC1319/wechat-auto-publishing,这是一个用于微信公众号自动发文工作流的完整 Skill，目标是把“环境准备 → 资讯整理 → 写稿 → 图片准备 → 草稿发布 → 正式发布 → 结果归档 → 定时调度”整理为一套可复现、可交付、可扩展的本地工作流。,https://blog.csdn.net/m0_73479109/article/details/159867021?spm=1001.2014.3001.5501,,0,0,0,0,main,2026-07-10T16:29:12Z,2026-07-10T16:29:12Z,2026-07-10T02:02:57Z,94,True,False,,,ABC1319,User
266,mbeditor,ABC1319/mbeditor,https://github.com/ABC1319/mbeditor,首款支持 CLI 化操作的微信公众号编辑器 — 让你的Agent直接写出精美推文,,,0,0,0,0,main,2026-07-10T16:20:11Z,2026-07-10T16:20:12Z,2026-07-08T02:16:07Z,4999,True,False,,MIT,ABC1319,User
267,insprira,ABC1319/insprira,https://github.com/ABC1319/insprira,公众号、抖音、小红书、知乎、快手等全平台媒体工作流。多渠道数据集成、灵感选题、文本创作/改写/重构、帐号跟踪、帐号分析、Agent 助手。,,,0,0,0,0,main,2026-07-10T16:17:16Z,2026-07-10T16:17:16Z,2026-07-07T14:25:05Z,1176,True,False,,AGPL-3.0,ABC1319,User
268,SyncCaster,ABC1319/SyncCaster,https://github.com/ABC1319/SyncCaster,SyncCaster 是一款用于多平台内容分发的 Chrome 浏览器扩展，支持从自撰写/网页采集文章并统一转换为 Markdown，通过 DOM 自动化方式将内容一键同步发布到掘金、CSDN、知乎、微信公众号等多个主流平台，适合需要高效进行多平台内容发布的技术博主和内容创作者。,https://ryanyipeng.github.io/SyncCaster/,,0,0,0,0,main,2026-07-10T16:16:18Z,2026-07-10T16:16:18Z,2026-05-14T09:35:11Z,24984,True,False,,MIT,ABC1319,User
269,wewrite,ABC1319/wewrite,https://github.com/ABC1319/wewrite,公众号文章全流程 AI Skill for Claude Code — 热点抓取 → 选题 → 写作 → SEO → 视觉AI → 排版 → 微信草稿箱,,,0,0,0,0,main,2026-07-10T16:14:36Z,2026-07-10T16:14:36Z,2026-06-17T06:20:56Z,379,True,False,,MIT,ABC1319,User
270,rainman-jinshu,ABC1319/rainman-jinshu,https://github.com/ABC1319/rainman-jinshu,锦书 Jinshu — Markdown → 微信公众号排版引擎与 skill（mdnice 风格主题，发草稿）,,,0,0,0,0,main,2026-07-10T16:10:56Z,2026-07-10T16:10:57Z,2026-06-26T02:07:04Z,87,True,False,,NOASSERTION,ABC1319,User
271,wechat-doc-to-vuepress-md,ABC1319/wechat-doc-to-vuepress-md,https://github.com/ABC1319/wechat-doc-to-vuepress-md,Chrome 插件：将微信文章转为 VuePress Markdown，含图片下载，兼容 mdnice 编辑器。,https://chromewebstore.google.com/detail/%E5%BE%AE%E4%BF%A1%E6%96%87%E7%AB%A0%E8%BD%ACvuepress-md%E6%96%87%E6%A1%A3/blapejlcolppjekempmodkbofkkgmaop?hl=zh-CN&utm_source=ext_sidebar,,0,0,0,0,main,2026-07-10T16:06:30Z,2026-07-10T16:06:30Z,2024-03-11T09:17:52Z,460,True,False,,,ABC1319,User
272,mdnice,ABC1319/mdnice,https://github.com/ABC1319/mdnice,📝 MarkdownNice — Markdown编辑器一键排版 | 微信/知乎/掘金风格 | 一键复制富文本,https://abc1319.github.io/mdnice/,,0,0,0,0,main,2026-07-10T16:00:21Z,2026-07-10T16:01:43Z,2026-05-31T08:13:42Z,4,True,False,,,ABC1319,User
273,bloga,ABC1319/bloga,https://github.com/ABC1319/bloga,开源blog，让你不写代码就开始写 blog，管理 blog 内容。无需服务器，无需费用。,https://www.yysuni.com/,TypeScript,0,0,0,0,main,2026-07-10T05:58:18Z,2026-07-10T10:06:58Z,2026-07-10T10:06:10Z,17064,True,False,,MIT,ABC1319,User
274,2026-blog-public,ABC1319/2026-blog-public,https://github.com/ABC1319/2026-blog-public,2026-blog-public：基于开源的博客系统 https://github.com/YYsuni/2025-blog-public 进行二开,https://2026-blog-public.vercel.app,,0,0,0,0,main,2026-07-10T06:00:13Z,2026-07-10T06:00:14Z,2026-01-21T15:24:05Z,12390,True,False,,MIT,ABC1319,User
275,new-lmage,ABC1319/new-lmage,https://github.com/ABC1319/new-lmage,图床,,JavaScript,0,0,0,0,main,2026-07-10T00:41:14Z,2026-07-10T01:33:20Z,2026-07-10T01:33:15Z,6692,True,False,,NOASSERTION,ABC1319,User
276,NavigationSite,ABC1319/NavigationSite,https://github.com/ABC1319/NavigationSite,"Navigation Site,https://navigationsite-2g6.pages.dev/",https://navigationsite.13145219.xyz/,TypeScript,0,0,0,0,main,2026-07-08T05:45:33Z,2026-07-09T00:42:50Z,2026-07-09T00:43:09Z,3938,False,True,,,ABC1319,User
277,marktext,ABC1319/marktext,https://github.com/ABC1319/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",https://www.marktext.me,,0,0,0,0,develop,2026-07-08T15:27:37Z,2026-07-08T15:27:38Z,2026-07-05T17:07:01Z,87484,True,False,,MIT,ABC1319,User
278,HPLC,ABC1319/HPLC,https://github.com/ABC1319/HPLC,液相色谱梯度优化 · 多区间分离,https://hplc.pages.dev/,HTML,0,0,0,0,main,2026-07-05T07:31:05Z,2026-07-08T15:19:18Z,2026-07-05T07:35:20Z,44,False,True,,,ABC1319,User
279,navigation-site,ABC1319/navigation-site,https://github.com/ABC1319/navigation-site,navigation-site,,TypeScript,0,0,0,0,main,2026-07-08T02:18:37Z,2026-07-08T02:26:32Z,2026-07-08T02:26:29Z,671,False,False,,,ABC1319,User
280,sitenavs-pro,ABC1319/sitenavs-pro,https://github.com/ABC1319/sitenavs-pro,https://sitenavs-pro.pages.dev/,,TypeScript,0,0,0,0,main,2026-07-06T08:38:23Z,2026-07-07T19:51:09Z,2026-07-07T19:51:42Z,10166,False,True,,,ABC1319,User
281,Sitenavs,ABC1319/Sitenavs,https://github.com/ABC1319/Sitenavs,drugx导航，https://sitenavs.pages.dev/,,TypeScript,0,0,0,0,main,2026-07-06T04:30:03Z,2026-07-06T08:20:42Z,2026-07-06T08:21:05Z,4547,False,True,,,ABC1319,User
282,newTabBookmarks,ABC1319/newTabBookmarks,https://github.com/ABC1319/newTabBookmarks,chrome 自定义书签导航插件,,,0,0,0,0,main,2026-07-06T00:55:56Z,2026-07-06T00:55:56Z,2026-06-30T13:49:47Z,186,True,False,,,ABC1319,User
283,NavSphere,ABC1319/NavSphere,https://github.com/ABC1319/NavSphere,NavSphere： 一个基于 Github 存储的网址导航程序 支持一键部署至 Vercel，数据存储在 Github，零成本搭建一个网站导航！,https://dh.leti.ltd,CSS,1,0,1,0,main,2025-10-01T09:43:50Z,2026-07-05T15:09:14Z,2026-05-04T14:23:30Z,16711,True,False,,,ABC1319,User
